feature	mapped_value
('1295', '7268')	3981
('1296', '7269')	3982
('35', '7270')	3983
('5', '7250')	3984
('678', '7264')	3985
('8', '922')	3986
('42', '3992')	3987
('42', '5386')	3988
('26', '7288')	3989
('8', '7304')	3990
('33', '3731')	3991
('44', '4670')	3992
('237', '7331')	3993
('4', '7333')	3994
('4', '7337')	3995
('4', '7338')	3996
('72', '864')	3997
('59', '7342')	3998
('122', '2932')	3999
('40', '7343')	4000
('206', '7344')	4001
('138', '3426')	4002
('67', '1674')	4003
('72', '5826')	4004
('238', '7331')	4005
('783', '7348')	4006
('14', '7349')	4007
('4', '7352')	4008
('14', '7337')	4009
('14', '7333')	4010
('31', '7353')	4011
('67', '7354')	4012
('138', '7355')	4013
('53', '7354')	4014
('14', '7357')	4015
('70', '864')	4016
('71', '7358')	4017
('137', '7358')	4018
('14', '7359')	4019
('266', '7358')	4020
('206', '619')	4021
('14', '7338')	4022
('14', '7362')	4023
('4', '7363')	4024
('4', '7364')	4025
('25', '7358')	4026
('138', '2622')	4027
('4', '7367')	4028
('14', '7368')	4029
('4', '634')	4030
('231', '7369')	4031
('4', '7370')	4032
('53', '3405')	4033
('14', '7371')	4034
('38', '7343')	4035
('14', '7370')	4036
('14', '7367')	4037
('14', '7363')	4038
('14', '5441')	4039
('54', '7342')	4040
('4', '7374')	4041
('231', '7375')	4042
('4', '7368')	4043
('232', '7331')	4044
('783', '7376')	4045
('14', '7364')	4046
('14', '1210')	4047
('78', '2932')	4048
('14', '7352')	4049
('6', '4480')	4050
('206', '7378')	4051
('146', '7358')	4052
('4', '7359')	4053
('206', '7381')	4054
('14', '7384')	4055
('4', '7349')	4056
('258', '7358')	4057
('4', '7384')	4058
('8', '7355')	4059
('240', '7375')	4060
('154', '3405')	4061
('50', '7387')	4062
('136', '2622')	4063
('251', '7388')	4064
('5', '7389')	4065
('53', '1674')	4066
('123', '7358')	4067
('70', '5826')	4068
('143', '7358')	4069
('4', '7371')	4070
('27', '7387')	4071
('240', '7369')	4072
('70', '7355')	4073
('250', '7331')	4074
('47', '7358')	4075
('12', '7390')	4076
('136', '7355')	4077
('4', '5441')	4078
('14', '7374')	4079
('14', '634')	4080
('4', '7362')	4081
('142', '3405')	4082
('14', '2879')	4083
('4', '7357')	4084
('39', '7390')	4085
('136', '3426')	4086
('67', '3405')	4087
('132', '7358')	4088
('72', '7355')	4089
('14', '7393')	4090
('14', '7395')	4091
('4', '7409')	4092
('4', '7417')	4093
('14', '7417')	4094
('14', '594')	4095
('4', '7421')	4096
('14', '7430')	4097
('4', '7436')	4098
('14', '7075')	4099
('4', '7451')	4100
('5', '7460')	4101
('14', '7421')	4102
('14', '7436')	4103
('4', '631')	4104
('4', '7430')	4105
('14', '7466')	4106
('14', '631')	4107
('4', '7395')	4108
('14', '7409')	4109
('4', '7466')	4110
('14', '7479')	4111
('4', '7393')	4112
('5', '7483')	4113
('5', '7484')	4114
('4', '7486')	4115
('14', '7486')	4116
('14', '7451')	4117
('4', '7479')	4118
('4', '594')	4119
('4', '7502')	4120
('5', '3557')	4121
('1', '4536')	4122
('3', '4536')	4123
('5', '7549')	4124
('8', '7550')	4125
('14', '7553')	4126
('8', '5408')	4127
('8', '7556')	4128
('5', '7572')	4129
('4', '7553')	4130
('5', '7580')	4131
('14', '7600')	4132
('6', '7605')	4133
('14', '7614')	4134
('4', '6283')	4135
('206', '7627')	4136
('4', '7614')	4137
('4', '7630')	4138
('53', '7605')	4139
('142', '6114')	4140
('26', '7638')	4141
('14', '6283')	4142
('44', '7605')	4143
('67', '7605')	4144
('138', '1786')	4145
('14', '7652')	4146
('4', '7659')	4147
('14', '7662')	4148
('14', '7669')	4149
('9', '7671')	4150
('4', '7672')	4151
('7', '7677')	4152
('4', '7662')	4153
('4', '7687')	4154
('14', '7688')	4155
('136', '3339')	4156
('4', '7689')	4157
('14', '7692')	4158
('206', '7694')	4159
('14', '7659')	4160
('138', '3339')	4161
('4', '7669')	4162
('14', '7705')	4163
('1129', '7709')	4164
('33', '3228')	4165
('4', '7714')	4166
('136', '5408')	4167
('33', '7694')	4168
('4', '7600')	4169
('14', '7630')	4170
('14', '7714')	4171
('1135', '7709')	4172
('4', '7688')	4173
('136', '1786')	4174
('75', '7593')	4175
('33', '7627')	4176
('31', '7638')	4177
('14', '7730')	4178
('19', '7677')	4179
('4', '7692')	4180
('4', '7705')	4181
('14', '7687')	4182
('4', '7734')	4183
('14', '7734')	4184
('206', '3228')	4185
('15', '7671')	4186
('14', '7689')	4187
('138', '5408')	4188
('14', '7672')	4189
('4', '7730')	4190
('440', '6054')	4191
('440', '6030')	4192
('447', '100')	4193
('447', '906')	4194
('550', '100')	4195
('179', '6025')	4196
('33', '7742')	4197
('15', '3563')	4198
('472', '7754')	4199
('48', '7758')	4200
('5', '7761')	4201
('175', '6025')	4202
('175', '182')	4203
('5', '7778')	4204
('175', '1076')	4205
('5', '7795')	4206
('1339', '7754')	4207
('165', '6025')	4208
('5', '7799')	4209
('62', '7801')	4210
('165', '1674')	4211
('179', '1674')	4212
('5', '7809')	4213
('44', '319')	4214
('48', '7817')	4215
('5', '7823')	4216
('44', '7825')	4217
('33', '7460')	4218
('1339', '84')	4219
('1339', '2781')	4220
('175', '1377')	4221
('5', '7843')	4222
('26', '7844')	4223
('175', '1674')	4224
('26', '7846')	4225
('179', '1077')	4226
('179', '1076')	4227
('5', '7867')	4228
('14', '7878')	4229
('42', '7902')	4230
('42', '7917')	4231
('5', '7936')	4232
('5', '7938')	4233
('5', '274')	4234
('8', '7940')	4235
('42', '237')	4236
('4', '7953')	4237
('8', '38')	4238
('5', '7966')	4239
('5', '7970')	4240
('5', '7971')	4241
('344', '7973')	4242
('4', '7976')	4243
('345', '7973')	4244
('4', '7991')	4245
('14', '7976')	4246
('8', '8021')	4247
('4', '7902')	4248
('348', '7997')	4249
('4', '8047')	4250
('14', '8047')	4251
('14', '7902')	4252
('350', '7997')	4253
('5', '8058')	4254
('4', '7878')	4255
('8', '7086')	4256
('4', '7959')	4257
('4', '8084')	4258
('5', '8088')	4259
('5', '8107')	4260
('344', '7997')	4261
('14', '7959')	4262
('345', '7997')	4263
('5', '8129')	4264
('14', '7991')	4265
('14', '7953')	4266
('14', '8084')	4267
('766', '8192')	4268
('4', '8209')	4269
('14', '8209')	4270
('78', '4180')	4271
('4', '8241')	4272
('4', '8245')	4273
('8', '8250')	4274
('4', '8252')	4275
('122', '4180')	4276
('111', '4180')	4277
('4', '8269')	4278
('14', '8269')	4279
('5', '8273')	4280
('5', '8284')	4281
('5', '8285')	4282
('444', '4032')	4283
('444', '8290')	4284
('14', '8245')	4285
('14', '8252')	4286
('104', '4180')	4287
('451', '8290')	4288
('9', '8318')	4289
('451', '4032')	4290
('14', '8241')	4291
('5', '8325')	4292
('14', '8330')	4293
('4', '8330')	4294
('5', '8338')	4295
('457', '8290')	4296
('9', '8339')	4297
('9', '8341')	4298
('439', '8290')	4299
('14', '8353')	4300
('14', '8362')	4301
('4', '8363')	4302
('4', '8353')	4303
('14', '8380')	4304
('235', '1163')	4305
('4', '8380')	4306
('55', '1377')	4307
('56', '1377')	4308
('4', '8362')	4309
('34', '8383')	4310
('28', '8385')	4311
('9', '8391')	4312
('8', '8393')	4313
('5', '2558')	4314
('13', '8399')	4315
('8', '1079')	4316
('8', '2574')	4317
('14', '355')	4318
('5', '6073')	4319
('8', '3983')	4320
('28', '8418')	4321
('45', '8419')	4322
('5', '2564')	4323
('9', '8426')	4324
('29', '8419')	4325
('5', '3131')	4326
('111', '0')	4327
('62', '3016')	4328
('22', '8438')	4329
('5', '8441')	4330
('275', '22')	4331
('35', '8443')	4332
('115', '8444')	4333
('14', '8445')	4334
('8', '4279')	4335
('19', '8453')	4336
('14', '8459')	4337
('4', '8459')	4338
('5', '8466')	4339
('5', '8467')	4340
('14', '8470')	4341
('7', '8453')	4342
('19', '8479')	4343
('5', '8481')	4344
('440', '22')	4345
('8', '8478')	4346
('5', '8484')	4347
('8', '8486')	4348
('337', '8488')	4349
('5', '8490')	4350
('4', '8491')	4351
('4', '8470')	4352
('440', '8488')	4353
('14', '8491')	4354
('337', '22')	4355
('7', '8479')	4356
('5', '8510')	4357
('4', '8522')	4358
('5', '8527')	4359
('14', '8522')	4360
('14', '8542')	4361
('5', '8545')	4362
('4', '8542')	4363
('14', '8541')	4364
('5', '8548')	4365
('122', '8549')	4366
('72', '8552')	4367
('5', '8561')	4368
('78', '8549')	4369
('111', '182')	4370
('127', '16')	4371
('5', '7694')	4372
('104', '182')	4373
('89', '16')	4374
('94', '16')	4375
('72', '3416')	4376
('8', '5636')	4377
('5', '8585')	4378
('99', '16')	4379
('70', '3416')	4380
('4', '8592')	4381
('14', '8594')	4382
('8', '8598')	4383
('5', '8602')	4384
('4', '8594')	4385
('33', '5591')	4386
('206', '6402')	4387
('5', '8618')	4388
('14', '8592')	4389
('8', '8629')	4390
('8', '8630')	4391
('8', '144')	4392
('29', '3975')	4393
('1419', '3743')	4394
('22', '3995')	4395
('14', '325')	4396
('14', '8641')	4397
('9', '3963')	4398
('67', '164')	4399
('5', '8649')	4400
('9', '3985')	4401
('13', '919')	4402
('9', '3997')	4403
('201', '4008')	4404
('440', '7039')	4405
('35', '4011')	4406
('9', '2575')	4407
('9', '4010')	4408
('9', '4001')	4409
('115', '4006')	4410
('5', '8667')	4411
('45', '3975')	4412
('42', '184')	4413
('5', '8507')	4414
('14', '2533')	4415
('9', '4019')	4416
('42', '8686')	4417
('9', '4022')	4418
('9', '4015')	4419
('5', '8661')	4420
('0', '462')	4421
('6', '8694')	4422
('14', '8701')	4423
('14', '8708')	4424
('439', '4862')	4425
('457', '4862')	4426
('14', '8722')	4427
('8', '6423')	4428
('4', '8722')	4429
('14', '8739')	4430
('4', '8701')	4431
('14', '6595')	4432
('4', '8708')	4433
('1', '2959')	4434
('4', '6595')	4435
('5', '8754')	4436
('4', '8739')	4437
('5', '8758')	4438
('444', '4862')	4439
('451', '4862')	4440
('31', '8760')	4441
('8', '8474')	4442
('128', '794')	4443
('5', '2526')	4444
('104', '0')	4445
('75', '8816')	4446
('90', '955')	4447
('90', '794')	4448
('128', '955')	4449
('75', '8838')	4450
('67', '2738')	4451
('206', '1592')	4452
('15', '3567')	4453
('783', '3474')	4454
('206', '3497')	4455
('31', '3462')	4456
('14', '8881')	4457
('9', '3586')	4458
('9', '3587')	4459
('57', '1607')	4460
('5', '8897')	4461
('42', '8931')	4462
('53', '2738')	4463
('4', '8891')	4464
('766', '2563')	4465
('4', '8881')	4466
('783', '3495')	4467
('14', '6257')	4468
('8', '8947')	4469
('61', '1607')	4470
('4', '6257')	4471
('9', '3567')	4472
('15', '3587')	4473
('6', '2991')	4474
('15', '3586')	4475
('764', '2563')	4476
('575', '131')	4477
('26', '8376')	4478
('15', '4499')	4479
('13', '8280')	4480
('17', '8996')	4481
('16', '8280')	4482
('15', '8997')	4483
('5', '8998')	4484
('9', '4499')	4485
('9', '8997')	4486
('122', '8354')	4487
('15', '109')	4488
('104', '1377')	4489
('5', '9005')	4490
('78', '8354')	4491
('21', '9006')	4492
('5', '9008')	4493
('0', '1377')	4494
('8', '4499')	4495
('6', '8354')	4496
('28', '9006')	4497
('111', '1377')	4498
('35', '8996')	4499
('31', '8351')	4500
('5', '9011')	4501
('44', '1377')	4502
('48', '8360')	4503
('5', '9031')	4504
('33', '9035')	4505
('206', '9035')	4506
('33', '9054')	4507
('5', '3641')	4508
('4', '9067')	4509
('33', '9070')	4510
('206', '9078')	4511
('149', '256')	4512
('33', '7381')	4513
('33', '9078')	4514
('33', '9050')	4515
('8', '9087')	4516
('133', '256')	4517
('33', '619')	4518
('206', '9070')	4519
('148', '256')	4520
('5', '9095')	4521
('14', '9067')	4522
('14', '3274')	4523
('206', '9054')	4524
('136', '178')	4525
('138', '178')	4526
('31', '1631')	4527
('206', '1620')	4528
('6', '1674')	4529
('14', '9387')	4530
('4', '9387')	4531
('5', '271')	4532
('8', '3108')	4533
('14', '6151')	4534
('8', '2810')	4535
('206', '4917')	4536
('15', '2553')	4537
('64', '2554')	4538
('33', '7378')	4539
('33', '4917')	4540
('15', '2559')	4541
('14', '9435')	4542
('9', '2569')	4543
('4', '9439')	4544
('48', '7388')	4545
('5', '9443')	4546
('35', '2543')	4547
('45', '2555')	4548
('9', '2551')	4549
('214', '7376')	4550
('13', '2566')	4551
('750', '1196')	4552
('9', '2553')	4553
('29', '2555')	4554
('22', '2545')	4555
('1537', '1196')	4556
('4', '9435')	4557
('26', '7353')	4558
('219', '2557')	4559
('9', '2559')	4560
('15', '2569')	4561
('44', '4480')	4562
('1539', '1196')	4563
('214', '7348')	4564
('1540', '1196')	4565
('72', '29')	4566
('115', '2552')	4567
('28', '2554')	4568
('219', '2554')	4569
('9', '2550')	4570
('749', '1196')	4571
('1541', '1196')	4572
('70', '29')	4573
('33', '7344')	4574
('22', '9477')	4575
('8', '9479')	4576
('28', '9482')	4577
('28', '9488')	4578
('5', '53')	4579
('15', '9494')	4580
('35', '9495')	4581
('9', '1107')	4582
('13', '9492')	4583
('9', '9494')	4584
('138', '139')	4585
('14', '9513')	4586
('1', '906')	4587
('1547', '3153')	4588
('1', '9516')	4589
('56', '1379')	4590
('47', '5049')	4591
('9', '9520')	4592
('1548', '115')	4593
('55', '1379')	4594
('17', '9522')	4595
('14', '9524')	4596
('7', '2896')	4597
('4', '9526')	4598
('5', '9527')	4599
('8', '5084')	4600
('1129', '9528')	4601
('14', '9526')	4602
('1126', '7369')	4603
('19', '9362')	4604
('14', '1252')	4605
('25', '5049')	4606
('4', '9524')	4607
('1312', '9530')	4608
('1548', '24')	4609
('27', '9531')	4610
('7', '9362')	4611
('29', '9532')	4612
('1549', '9533')	4613
('14', '9534')	4614
('19', '2896')	4615
('1550', '9530')	4616
('14', '9536')	4617
('1312', '3153')	4618
('1551', '7264')	4619
('1552', '115')	4620
('1547', '9530')	4621
('1553', '7264')	4622
('9', '9540')	4623
('46', '9532')	4624
('1554', '7369')	4625
('3', '9516')	4626
('14', '9541')	4627
('15', '9542')	4628
('1314', '115')	4629
('1306', '24')	4630
('13', '9519')	4631
('1135', '9528')	4632
('9', '9542')	4633
('16', '9519')	4634
('8', '9515')	4635
('1145', '7369')	4636
('15', '9540')	4637
('15', '7352')	4638
('4', '9544')	4639
('4', '9513')	4640
('4', '782')	4641
('14', '8925')	4642
('9', '7352')	4643
('1308', '9530')	4644
('4', '8925')	4645
('14', '9546')	4646
('14', '782')	4647
('35', '9522')	4648
('14', '9544')	4649
('1555', '7369')	4650
('1306', '115')	4651
('1308', '3153')	4652
('4', '9541')	4653
('50', '9531')	4654
('39', '9549')	4655
('1314', '24')	4656
('4', '9546')	4657
('15', '9520')	4658
('1556', '9533')	4659
('4', '9536')	4660
('12', '9549')	4661
('1550', '3153')	4662
('4', '9534')	4663
('1552', '24')	4664
('112', '9551')	4665
('763', '9552')	4666
('751', '9552')	4667
('442', '9554')	4668
('70', '2526')	4669
('337', '7064')	4670
('1146', '9560')	4671
('753', '9562')	4672
('440', '2533')	4673
('762', '9552')	4674
('343', '9568')	4675
('440', '9570')	4676
('461', '9574')	4677
('1417', '9560')	4678
('72', '2526')	4679
('763', '9562')	4680
('341', '9574')	4681
('469', '9554')	4682
('339', '9579')	4683
('440', '2563')	4684
('753', '9552')	4685
('455', '9568')	4686
('223', '3743')	4687
('337', '2533')	4688
('58', '264')	4689
('751', '9562')	4690
('102', '9551')	4691
('440', '7064')	4692
('337', '7039')	4693
('802', '3743')	4694
('14', '9584')	4695
('102', '9582')	4696
('4', '9584')	4697
('762', '9562')	4698
('337', '9570')	4699
('337', '2563')	4700
('449', '9579')	4701
('1559', '637')	4702
('1560', '637')	4703
('5', '584')	4704
('5', '5589')	4705
('5', '9592')	4706
('8', '639')	4707
('5', '9594')	4708
('5', '9595')	4709
('45', '9614')	4710
('34', '793')	4711
('22', '9615')	4712
('16', '5106')	4713
('4', '299')	4714
('4', '9621')	4715
('4', '621')	4716
('35', '9630')	4717
('58', '5089')	4718
('115', '9639')	4719
('13', '5089')	4720
('17', '9644')	4721
('8', '9646')	4722
('14', '9736')	4723
('5', '9743')	4724
('141', '1377')	4725
('142', '8354')	4726
('4', '9736')	4727
('5', '9760')	4728
('4', '9763')	4729
('14', '9766')	4730
('8', '1829')	4731
('153', '1377')	4732
('206', '6406')	4733
('4', '9766')	4734
('197', '408')	4735
('5', '9779')	4736
('5', '9781')	4737
('154', '8354')	4738
('8', '9782')	4739
('5', '9797')	4740
('468', '100')	4741
('456', '100')	4742
('1575', '40')	4743
('72', '2055')	4744
('5', '249')	4745
('70', '2055')	4746
('464', '100')	4747
('462', '100')	4748
('966', '9860')	4749
('564', '9870')	4750
('574', '6443')	4751
('560', '9897')	4752
('1075', '9860')	4753
('1079', '9860')	4754
('574', '9923')	4755
('205', '9925')	4756
('1097', '9929')	4757
('632', '9930')	4758
('564', '9925')	4759
('1106', '9929')	4760
('560', '631')	4761
('574', '631')	4762
('1102', '9860')	4763
('205', '9870')	4764
('205', '9959')	4765
('560', '9923')	4766
('564', '9964')	4767
('222', '9965')	4768
('623', '9965')	4769
('564', '9966')	4770
('612', '9930')	4771
('205', '9966')	4772
('205', '9964')	4773
('564', '9959')	4774
('5', '9995')	4775
('1587', '84')	4776
('5', '10008')	4777
('15', '3741')	4778
('5', '10049')	4779
('5', '3594')	4780
('5', '10052')	4781
('9', '10054')	4782
('175', '10057')	4783
('9', '10066')	4784
('5', '10069')	4785
('5', '3623')	4786
('5', '10075')	4787
('175', '1298')	4788
('165', '10057')	4789
('1609', '84')	4790
('5', '10110')	4791
('15', '10054')	4792
('5', '10142')	4793
('15', '10066')	4794
('1587', '3691')	4795
('1587', '7754')	4796
('8', '7738')	4797
('766', '6257')	4798
('22', '7178')	4799
('176', '7199')	4800
('5', '10183')	4801
('9', '7200')	4802
('14', '10197')	4803
('1634', '10198')	4804
('4', '10201')	4805
('9', '7206')	4806
('64', '7203')	4807
('9', '7213')	4808
('760', '344')	4809
('17', '7181')	4810
('759', '344')	4811
('4', '10243')	4812
('9', '7188')	4813
('761', '344')	4814
('13', '7186')	4815
('764', '6257')	4816
('1641', '10198')	4817
('14', '10269')	4818
('15', '7192')	4819
('15', '7213')	4820
('32', '7178')	4821
('16', '7186')	4822
('14', '10201')	4823
('1643', '10198')	4824
('1637', '9672')	4825
('756', '344')	4826
('1638', '9672')	4827
('1644', '9694')	4828
('1645', '9694')	4829
('35', '7181')	4830
('21', '7203')	4831
('31', '3124')	4832
('14', '10243')	4833
('6', '3113')	4834
('14', '10323')	4835
('9', '7192')	4836
('14', '10325')	4837
('1646', '9694')	4838
('28', '7203')	4839
('0', '2932')	4840
('5', '6335')	4841
('1647', '10198')	4842
('15', '7200')	4843
('4', '10197')	4844
('64', '7199')	4845
('15', '7206')	4846
('176', '7203')	4847
('21', '7199')	4848
('1640', '10217')	4849
('28', '7199')	4850
('1648', '9694')	4851
('1639', '10217')	4852
('4', '10325')	4853
('4', '10323')	4854
('4', '10269')	4855
('15', '7188')	4856
('5', '10410')	4857
('5', '8629')	4858
('5', '1366')	4859
('5', '10416')	4860
('5', '10431')	4861
('5', '10434')	4862
('8', '2520')	4863
('14', '10436')	4864
('4', '10437')	4865
('5', '10439')	4866
('4', '10440')	4867
('8', '5489')	4868
('5', '10444')	4869
('15', '341')	4870
('5', '10450')	4871
('14', '10440')	4872
('14', '10437')	4873
('4', '10436')	4874
('14', '3092')	4875
('4', '3092')	4876
('3', '115')	4877
('67', '319')	4878
('53', '319')	4879
('4', '10488')	4880
('14', '10488')	4881
('1', '115')	4882
('8', '1837')	4883
('5', '10497')	4884
('4', '10501')	4885
('14', '10513')	4886
('4', '10514')	4887
('14', '10501')	4888
('14', '10531')	4889
('33', '10534')	4890
('14', '10536')	4891
('4', '10513')	4892
('4', '10548')	4893
('8', '6813')	4894
('14', '10549')	4895
('14', '10550')	4896
('14', '7888')	4897
('4', '10508')	4898
('26', '10553')	4899
('4', '10556')	4900
('33', '6406')	4901
('4', '10549')	4902
('4', '7888')	4903
('4', '10550')	4904
('4', '10536')	4905
('14', '10561')	4906
('14', '10548')	4907
('44', '5638')	4908
('14', '10565')	4909
('4', '10531')	4910
('4', '10561')	4911
('4', '10565')	4912
('14', '10514')	4913
('14', '10556')	4914
('9', '10573')	4915
('138', '742')	4916
('112', '1351')	4917
('75', '14')	4918
('102', '1285')	4919
('75', '8414')	4920
('1230', '100')	4921
('1234', '100')	4922
('72', '3066')	4923
('5', '3057')	4924
('5', '3066')	4925
('70', '3066')	4926
('5', '10605')	4927
('102', '1077')	4928
('112', '1077')	4929
('75', '1556')	4930
('112', '1285')	4931
('1423', '100')	4932
('136', '742')	4933
('1383', '10616')	4934
('42', '7024')	4935
('5', '10619')	4936
('8', '10623')	4937
('481', '10630')	4938
('5', '14')	4939
('495', '10637')	4940
('481', '6701')	4941
('1411', '10642')	4942
('8', '2556')	4943
('1383', '10643')	4944
('1411', '10644')	4945
('498', '10647')	4946
('8', '9005')	4947
('8', '10651')	4948
('481', '10652')	4949
('481', '10653')	4950
('4', '355')	4951
('481', '10658')	4952
('572', '10659')	4953
('580', '10660')	4954
('640', '131')	4955
('1075', '10661')	4956
('584', '10662')	4957
('599', '10659')	4958
('597', '10663')	4959
('563', '10664')	4960
('572', '7924')	4961
('651', '10666')	4962
('625', '10670')	4963
('1112', '10674')	4964
('563', '10675')	4965
('579', '10662')	4966
('647', '10682')	4967
('638', '10670')	4968
('1121', '10687')	4969
('966', '10661')	4970
('612', '10689')	4971
('594', '10691')	4972
('581', '10693')	4973
('1683', '10696')	4974
('648', '10697')	4975
('581', '10700')	4976
('620', '10670')	4977
('1097', '10708')	4978
('614', '10710')	4979
('974', '10712')	4980
('602', '10713')	4981
('584', '10714')	4982
('568', '5963')	4983
('574', '10715')	4984
('610', '499')	4985
('1114', '10712')	4986
('563', '10717')	4987
('588', '10674')	4988
('599', '7924')	4989
('1115', '10712')	4990
('581', '10719')	4991
('568', '10722')	4992
('571', '10664')	4993
('1079', '10661')	4994
('1106', '10708')	4995
('1104', '10725')	4996
('618', '8276')	4997
('619', '10710')	4998
('632', '10728')	4999
('632', '8276')	5000
('612', '10728')	5001
('560', '10729')	5002
('574', '10729')	5003
('576', '10670')	5004
('620', '10733')	5005
('595', '10734')	5006
('592', '10666')	5007
('567', '10674')	5008
('596', '517')	5009
('571', '10675')	5010
('1097', '10739')	5011
('618', '10741')	5012
('618', '8268')	5013
('1098', '3161')	5014
('975', '517')	5015
('618', '10689')	5016
('601', '499')	5017
('638', '10733')	5018
('597', '10719')	5019
('1102', '10661')	5020
('590', '10691')	5021
('612', '10722')	5022
('636', '10666')	5023
('597', '10700')	5024
('627', '517')	5025
('560', '10746')	5026
('568', '10689')	5027
('568', '8268')	5028
('1094', '10725')	5029
('1106', '10739')	5030
('568', '10741')	5031
('632', '10689')	5032
('574', '10749')	5033
('574', '10746')	5034
('5', '10750')	5035
('571', '10717')	5036
('571', '10752')	5037
('597', '10693')	5038
('560', '10749')	5039
('1695', '10696')	5040
('629', '10713')	5041
('647', '10734')	5042
('615', '10733')	5043
('581', '10757')	5044
('568', '8276')	5045
('618', '10722')	5046
('578', '10758')	5047
('563', '10752')	5048
('618', '5963')	5049
('968', '10712')	5050
('581', '10663')	5051
('970', '3161')	5052
('560', '10715')	5053
('839', '3568')	5054
('566', '10660')	5055
('563', '10764')	5056
('734', '3568')	5057
('632', '10741')	5058
('612', '10741')	5059
('598', '10733')	5060
('579', '10714')	5061
('597', '10757')	5062
('612', '8276')	5063
('565', '10697')	5064
('643', '10769')	5065
('600', '10769')	5066
('608', '10758')	5067
('571', '10764')	5068
('644', '10666')	5069
('972', '10687')	5070
('1090', '517')	5071
('979', '10674')	5072
('632', '10722')	5073
('595', '10682')	5074
('136', '2556')	5075
('67', '10802')	5076
('14', '10805')	5077
('56', '10807')	5078
('14', '10810')	5079
('9', '10804')	5080
('9', '10816')	5081
('138', '2556')	5082
('138', '2507')	5083
('138', '4292')	5084
('136', '2507')	5085
('72', '7041')	5086
('141', '0')	5087
('70', '7041')	5088
('153', '0')	5089
('5', '10969')	5090
('5', '10972')	5091
('5', '3339')	5092
('5', '11005')	5093
('1704', '11008')	5094
('49', '11009')	5095
('49', '11011')	5096
('49', '11012')	5097
('1705', '2085')	5098
('49', '11015')	5099
('49', '11016')	5100
('43', '11017')	5101
('49', '11018')	5102
('1706', '11020')	5103
('1707', '2116')	5104
('1708', '1196')	5105
('1709', '11025')	5106
('49', '11026')	5107
('49', '11028')	5108
('49', '11029')	5109
('272', '11030')	5110
('49', '11031')	5111
('49', '11032')	5112
('24', '2374')	5113
('49', '11033')	5114
('1705', '11035')	5115
('49', '11036')	5116
('49', '11037')	5117
('49', '11038')	5118
('4', '8858')	5119
('5', '11073')	5120
('14', '8858')	5121
('14', '3799')	5122
('4', '11143')	5123
('14', '11144')	5124
('4', '11145')	5125
('4', '11148')	5126
('4', '7039')	5127
('14', '11154')	5128
('5', '7232')	5129
('4', '11163')	5130
('4', '11165')	5131
('14', '11168')	5132
('4', '11169')	5133
('3', '11171')	5134
('138', '29')	5135
('14', '7039')	5136
('5', '11177')	5137
('14', '11180')	5138
('4', '11180')	5139
('4', '11144')	5140
('14', '8777')	5141
('14', '11148')	5142
('14', '11145')	5143
('4', '8777')	5144
('1', '11171')	5145
('19', '11181')	5146
('14', '11165')	5147
('14', '11143')	5148
('14', '11169')	5149
('4', '11168')	5150
('4', '11154')	5151
('136', '29')	5152
('205', '11213')	5153
('216', '11214')	5154
('14', '10831')	5155
('205', '11216')	5156
('4', '10831')	5157
('204', '11214')	5158
('616', '11214')	5159
('583', '11236')	5160
('4', '10875')	5161
('564', '11216')	5162
('564', '11213')	5163
('624', '11236')	5164
('4', '10894')	5165
('561', '11214')	5166
('14', '10875')	5167
('14', '10894')	5168
('75', '3061')	5169
('133', '16')	5170
('138', '2526')	5171
('5', '3028')	5172
('14', '3634')	5173
('5', '6288')	5174
('152', '16')	5175
('148', '125')	5176
('1143', '955')	5177
('136', '23')	5178
('133', '106')	5179
('225', '3169')	5180
('149', '16')	5181
('81', '83')	5182
('223', '3169')	5183
('152', '125')	5184
('136', '2526')	5185
('148', '16')	5186
('4', '3634')	5187
('138', '23')	5188
('8', '11325')	5189
('33', '11343')	5190
('33', '9754')	5191
('5', '6821')	5192
('5', '11382')	5193
('5', '11414')	5194
('440', '5404')	5195
('63', '11423')	5196
('14', '11427')	5197
('14', '11432')	5198
('4', '11432')	5199
('4', '11435')	5200
('52', '11423')	5201
('60', '11423')	5202
('66', '11423')	5203
('5', '1505')	5204
('14', '11435')	5205
('4', '11457')	5206
('14', '11457')	5207
('4', '11458')	5208
('4', '11427')	5209
('14', '11458')	5210
('8', '11515')	5211
('5', '5995')	5212
('5', '11525')	5213
('4', '11526')	5214
('14', '11533')	5215
('8', '11538')	5216
('14', '11526')	5217
('14', '7996')	5218
('4', '9683')	5219
('4', '11566')	5220
('5', '11576')	5221
('5', '2961')	5222
('4', '11579')	5223
('4', '11586')	5224
('5', '3333')	5225
('8', '11589')	5226
('14', '9683')	5227
('5', '11603')	5228
('4', '11533')	5229
('14', '11586')	5230
('14', '11579')	5231
('14', '11624')	5232
('14', '1566')	5233
('4', '1566')	5234
('14', '11566')	5235
('4', '7996')	5236
('4', '11624')	5237
('5', '11666')	5238
('4', '11685')	5239
('8', '1575')	5240
('136', '3416')	5241
('14', '11685')	5242
('138', '3416')	5243
('14', '11714')	5244
('5', '11715')	5245
('4', '11714')	5246
('75', '1572')	5247
('72', '11774')	5248
('78', '941')	5249
('440', '11781')	5250
('337', '11781')	5251
('122', '941')	5252
('70', '11774')	5253
('169', '11810')	5254
